TIPO_PREST	TIPO_PREST_DESC	ESTAB_ORIG	ESTAB_DEST	ESTAB_DEST_NOMBRE	PRESTA_MIN	ESPECIALIDAD_SIGTE	AÑO	MES	N_ENTRADAS
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	7	16
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	8	14
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	9	4
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	10	6
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	11	17
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	12	6
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	1	6
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	2	10
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	3	9
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	4	20
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	5	15
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	6	14
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	7	14
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	8	19
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	9	7
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	10	4
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	11	14
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	12	5
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	1	13
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	2	8
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	3	14
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	4	10
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	5	10
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	6	12
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	7	6
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	8	12
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	9	10
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	10	10
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	12	3
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2020	1	5
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2020	2	7
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2020	3	5
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2020	7	1
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2020	8	3
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2020	9	1
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2020	10	1
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2020	11	3
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2020	12	2
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	1	3
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	2	4
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	3	7
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	4	2
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	5	3
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	6	4
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	7	7
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	8	9
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	9	2
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	10	10
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	11	9
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	12	4
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2022	1	9
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2022	2	9
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2022	3	28
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2022	4	15
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2022	5	21
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2022	6	6
1	Consulta Especialidad	114307	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2022	7	1
1	Consulta Especialidad	114308	114101	HOSPITAL DR. SÓTERO DEL RÍO	07-058	GINECOLOGIA	2012	4	1
1	Consulta Especialidad	114308	114101	HOSPITAL DR. SÓTERO DEL RÍO	07-058	GINECOLOGIA	2014	8	1
1	Consulta Especialidad	114308	114101	HOSPITAL DR. SÓTERO DEL RÍO	07-058	GINECOLOGIA	2015	6	1
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2012	8	1
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2012	10	1
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2012	11	1
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2012	12	3
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2013	1	1
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2013	2	1
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2013	3	1
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2013	5	2
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2013	6	2
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2013	7	2
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2013	8	3
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2013	10	2
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	1	1
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	4	2
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	5	4
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	6	2
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	7	7
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	8	9
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	9	8
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	10	16
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	11	11
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	12	8
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	1	9
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	2	17
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	3	29
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	4	18
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	5	16
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	6	19
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	7	25
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	8	22
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	9	15
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	10	11
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	11	11
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	12	17
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	1	15
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	2	15
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	3	24
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	4	26
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	5	23
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	6	14
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	7	13
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	8	26
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	9	12
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	10	20
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	11	9
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	12	14
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	1	19
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	2	15
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	3	32
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	4	31
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	5	42
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	6	32
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	7	20
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	8	13
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	9	21
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	10	14
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	11	29
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	12	23
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	1	30
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	2	24
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	3	23
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	4	23
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	5	12
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	6	28
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	7	22
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	8	30
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	9	11
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	10	4
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	11	8
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	12	12
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	1	26
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	2	12
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	3	32
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	4	42
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	5	23
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	6	33
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	7	16
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	8	26
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	9	26
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	10	19
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2019	12	26
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2020	1	15
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2020	2	33
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2020	3	25
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2020	5	5
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2020	6	2
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2020	7	5
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2020	8	9
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2020	9	7
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2020	10	11
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2020	11	7
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2020	12	9
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	1	2
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	2	16
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	3	17
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	4	28
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	5	19
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	6	17
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	7	10
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	8	16
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	9	24
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	10	13
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	11	27
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2021	12	14
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2022	1	12
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2022	2	16
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2022	3	19
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2022	4	16
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2022	5	22
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2022	6	29
1	Consulta Especialidad	114308	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2022	7	1
1	Consulta Especialidad	114309	114101	HOSPITAL DR. SÓTERO DEL RÍO	07-058	GINECOLOGIA	2013	6	1
1	Consulta Especialidad	114309	114101	HOSPITAL DR. SÓTERO DEL RÍO	07-058	GINECOLOGIA	2013	12	1
1	Consulta Especialidad	114309	114101	HOSPITAL DR. SÓTERO DEL RÍO	07-058	GINECOLOGIA	2017	12	1
1	Consulta Especialidad	114309	114101	HOSPITAL DR. SÓTERO DEL RÍO	07-058	GINECOLOGIA	2019	12	1
1	Consulta Especialidad	114309	114101	HOSPITAL DR. SÓTERO DEL RÍO	07-058	GINECOLOGIA	2020	10	2
1	Consulta Especialidad	114309	114101	HOSPITAL DR. SÓTERO DEL RÍO	07-058	GINECOLOGIA	2021	8	1
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2011	11	1
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2012	2	1
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2012	6	1
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2012	8	1
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2012	10	4
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2012	11	8
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2012	12	4
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2013	1	5
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2013	2	7
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2013	3	2
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2013	4	6
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2013	5	3
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2013	6	4
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2013	7	3
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2013	8	8
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2013	9	1
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2013	10	1
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2013	11	1
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2013	12	1
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	1	1
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	3	2
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	4	3
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	5	14
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	6	11
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	7	13
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	8	22
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	9	15
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	10	16
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	11	10
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2014	12	16
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	1	6
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	2	17
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	3	26
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	4	13
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	5	11
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	6	14
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	7	5
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	8	25
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	9	18
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	10	21
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	11	21
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2015	12	10
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	1	14
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	2	27
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	3	29
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	4	31
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	5	33
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	6	13
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	7	16
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	8	36
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	9	20
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	10	16
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	11	7
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2016	12	14
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	1	11
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	2	22
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	3	27
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	4	27
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	5	10
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	6	21
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	7	19
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	8	18
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	9	21
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	10	21
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	11	13
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2017	12	13
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	1	21
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	2	16
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	3	17
1	Consulta Especialidad	114309	114103	HOSPITAL PADRE HURTADO	07-058	GINECOLOGIA	2018	4	16
