TIPO_PREST	PRESTA_MIN	ESTAB_ORIG	ESTAB_ORIG_NOMBRE	ESTAB_ORIG_COMUNA	ESTAB_DEST	ESTAB_DEST_NOMBRE	TIPO_PREST_DESC	F_ENTRADA_ANO	ESPECIALIDAD_SIGTE	CORTE_SIGTE	NRegistros	AÑO	MES	TRIMESTRE	CORTE LET	LET		CORTE_SIGTE	AÑO	MES	TRIMESTRE	TRIMESTRE	CORTE TRIM
1	07-058	114313	CONSULTORIO VISTA HERMOSA	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	1	2019	1	T1	2019-01-08	931							
1	07-058	114313	CONSULTORIO VISTA HERMOSA	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	6	2019	1	T1	2019-01-08	931							
1	07-058	114313	CONSULTORIO VISTA HERMOSA	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	1	2019	1	T1	2019-01-08	931							
1	07-058	114313	CONSULTORIO VISTA HERMOSA	PUENTE ALTO	200282	CRS PUENTE ALTO HOSPITAL PROVINCIA CORDILLERA	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	10	2019	1	T1	2019-01-08	573							
1	07-058	114313	CONSULTORIO VISTA HERMOSA	PUENTE ALTO	200282	CRS PUENTE ALTO HOSPITAL PROVINCIA CORDILLERA	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	23	2019	1	T1	2019-01-08	573							
1	07-058	114314	CONSULTORIO SAN RAMÓN	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2013	GINECOLOGIA	2019-01-08	6	2019	1	T1	2019-01-08	3141							
1	07-058	114314	CONSULTORIO SAN RAMÓN	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2015	GINECOLOGIA	2019-01-08	3	2019	1	T1	2019-01-08	3141							
1	07-058	114314	CONSULTORIO SAN RAMÓN	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	15	2019	1	T1	2019-01-08	3141							
1	07-058	114314	CONSULTORIO SAN RAMÓN	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	17	2019	1	T1	2019-01-08	3141							
1	07-058	114314	CONSULTORIO SAN RAMÓN	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	36	2019	1	T1	2019-01-08	3141							
1	07-058	114315	CONSULTORIO MALAQUÍAS CONCHA	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2013	GINECOLOGIA	2019-01-08	1	2019	1	T1	2019-01-08	3141							
1	07-058	114315	CONSULTORIO MALAQUÍAS CONCHA	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2014	GINECOLOGIA	2019-01-08	2	2019	1	T1	2019-01-08	3141							
1	07-058	114315	CONSULTORIO MALAQUÍAS CONCHA	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2015	GINECOLOGIA	2019-01-08	1	2019	1	T1	2019-01-08	3141							
1	07-058	114315	CONSULTORIO MALAQUÍAS CONCHA	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	12	2019	1	T1	2019-01-08	3141							
1	07-058	114315	CONSULTORIO MALAQUÍAS CONCHA	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	19	2019	1	T1	2019-01-08	3141							
1	07-058	114315	CONSULTORIO MALAQUÍAS CONCHA	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	23	2019	1	T1	2019-01-08	3141							
1	07-058	114316	CONSULTORIO MAFFIOLETTI	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	1	2019	1	T1	2019-01-08	931							
1	07-058	114316	CONSULTORIO MAFFIOLETTI	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	2	2019	1	T1	2019-01-08	931							
1	07-058	114316	CONSULTORIO MAFFIOLETTI	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	1	2019	1	T1	2019-01-08	931							
1	07-058	114316	CONSULTORIO MAFFIOLETTI	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	49	2019	1	T1	2019-01-08	2033							
1	07-058	114316	CONSULTORIO MAFFIOLETTI	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	113	2019	1	T1	2019-01-08	2033							
1	07-058	114317	CONSULTORIO SANTO TOMÁS	LA PINTANA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	1	2019	1	T1	2019-01-08	931							
1	07-058	114317	CONSULTORIO SANTO TOMÁS	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2013	GINECOLOGIA	2019-01-08	8	2019	1	T1	2019-01-08	3141							
1	07-058	114317	CONSULTORIO SANTO TOMÁS	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2014	GINECOLOGIA	2019-01-08	10	2019	1	T1	2019-01-08	3141							
1	07-058	114317	CONSULTORIO SANTO TOMÁS	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2015	GINECOLOGIA	2019-01-08	5	2019	1	T1	2019-01-08	3141							
1	07-058	114317	CONSULTORIO SANTO TOMÁS	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	38	2019	1	T1	2019-01-08	3141							
1	07-058	114317	CONSULTORIO SANTO TOMÁS	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	74	2019	1	T1	2019-01-08	3141							
1	07-058	114317	CONSULTORIO SANTO TOMÁS	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	103	2019	1	T1	2019-01-08	3141							
1	07-058	114318	CONSULTORIO FLOR FERNÁNDEZ	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2013	GINECOLOGIA	2019-01-08	7	2019	1	T1	2019-01-08	3141							
1	07-058	114318	CONSULTORIO FLOR FERNÁNDEZ	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2014	GINECOLOGIA	2019-01-08	6	2019	1	T1	2019-01-08	3141							
1	07-058	114318	CONSULTORIO FLOR FERNÁNDEZ	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2015	GINECOLOGIA	2019-01-08	2	2019	1	T1	2019-01-08	3141							
1	07-058	114318	CONSULTORIO FLOR FERNÁNDEZ	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	9	2019	1	T1	2019-01-08	3141							
1	07-058	114318	CONSULTORIO FLOR FERNÁNDEZ	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	19	2019	1	T1	2019-01-08	3141							
1	07-058	114318	CONSULTORIO FLOR FERNÁNDEZ	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	37	2019	1	T1	2019-01-08	3141							
1	07-058	114319	CONSULTORIO EL ROBLE	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2013	GINECOLOGIA	2019-01-08	6	2019	1	T1	2019-01-08	3141							
1	07-058	114319	CONSULTORIO EL ROBLE	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2014	GINECOLOGIA	2019-01-08	5	2019	1	T1	2019-01-08	3141							
1	07-058	114319	CONSULTORIO EL ROBLE	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2015	GINECOLOGIA	2019-01-08	7	2019	1	T1	2019-01-08	3141							
1	07-058	114319	CONSULTORIO EL ROBLE	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	34	2019	1	T1	2019-01-08	3141							
1	07-058	114319	CONSULTORIO EL ROBLE	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	51	2019	1	T1	2019-01-08	3141							
1	07-058	114319	CONSULTORIO EL ROBLE	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	84	2019	1	T1	2019-01-08	3141							
1	07-058	114320	CONSULTORIO BERNARDO LEIGHTON	LA PINTANA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	9	2019	1	T1	2019-01-08	931							
1	07-058	114320	CONSULTORIO BERNARDO LEIGHTON	LA PINTANA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	21	2019	1	T1	2019-01-08	931							
1	07-058	114320	CONSULTORIO BERNARDO LEIGHTON	LA PINTANA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	20	2019	1	T1	2019-01-08	931							
1	07-058	114321	CONSULTORIO C. RAÚL SILVA HENRÍQUEZ	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	6	2019	1	T1	2019-01-08	931							
1	07-058	114321	CONSULTORIO C. RAÚL SILVA HENRÍQUEZ	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	9	2019	1	T1	2019-01-08	931							
1	07-058	114321	CONSULTORIO C. RAÚL SILVA HENRÍQUEZ	PUENTE ALTO	200282	CRS PUENTE ALTO HOSPITAL PROVINCIA CORDILLERA	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	3	2019	1	T1	2019-01-08	573							
1	07-058	114321	CONSULTORIO C. RAÚL SILVA HENRÍQUEZ	PUENTE ALTO	200282	CRS PUENTE ALTO HOSPITAL PROVINCIA CORDILLERA	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	15	2019	1	T1	2019-01-08	573							
1	07-058	114321	CONSULTORIO C. RAÚL SILVA HENRÍQUEZ	PUENTE ALTO	200282	CRS PUENTE ALTO HOSPITAL PROVINCIA CORDILLERA	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	88	2019	1	T1	2019-01-08	573							
1	07-058	114322	CONSULTORIO PADRE MANUEL VILLASECA	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	16	2019	1	T1	2019-01-08	931							
1	07-058	114322	CONSULTORIO PADRE MANUEL VILLASECA	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	44	2019	1	T1	2019-01-08	931							
1	07-058	114322	CONSULTORIO PADRE MANUEL VILLASECA	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	53	2019	1	T1	2019-01-08	931							
1	07-058	114323	CONSULTORIO MADRE TERESA DE CALCUTA	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	7	2019	1	T1	2019-01-08	931							
1	07-058	114323	CONSULTORIO MADRE TERESA DE CALCUTA	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	28	2019	1	T1	2019-01-08	931							
1	07-058	114323	CONSULTORIO MADRE TERESA DE CALCUTA	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	40	2019	1	T1	2019-01-08	931							
1	07-058	114324	CONSULTORIO SANTA AMALIA	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	4	2019	1	T1	2019-01-08	931							
1	07-058	114324	CONSULTORIO SANTA AMALIA	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	63	2019	1	T1	2019-01-08	2033							
1	07-058	114324	CONSULTORIO SANTA AMALIA	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	121	2019	1	T1	2019-01-08	2033							
1	07-058	114324	CONSULTORIO SANTA AMALIA	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2019	GINECOLOGIA	2019-01-08	1	2019	1	T1	2019-01-08	2033							
1	07-058	114325	CONSULTORIO LA GRANJA SUR	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2013	GINECOLOGIA	2019-01-08	2	2019	1	T1	2019-01-08	3141							
1	07-058	114325	CONSULTORIO LA GRANJA SUR	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2014	GINECOLOGIA	2019-01-08	1	2019	1	T1	2019-01-08	3141							
1	07-058	114325	CONSULTORIO LA GRANJA SUR	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2015	GINECOLOGIA	2019-01-08	3	2019	1	T1	2019-01-08	3141							
1	07-058	114325	CONSULTORIO LA GRANJA SUR	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	60	2019	1	T1	2019-01-08	3141							
1	07-058	114325	CONSULTORIO LA GRANJA SUR	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	76	2019	1	T1	2019-01-08	3141							
1	07-058	114325	CONSULTORIO LA GRANJA SUR	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	90	2019	1	T1	2019-01-08	3141							
1	07-058	114326	CONSULTORIO KAROL WOJTYLA	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	6	2019	1	T1	2019-01-08	931							
1	07-058	114326	CONSULTORIO KAROL WOJTYLA	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	7	2019	1	T1	2019-01-08	931							
1	07-058	114326	CONSULTORIO KAROL WOJTYLA	PUENTE ALTO	200282	CRS PUENTE ALTO HOSPITAL PROVINCIA CORDILLERA	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	3	2019	1	T1	2019-01-08	573							
1	07-058	114326	CONSULTORIO KAROL WOJTYLA	PUENTE ALTO	200282	CRS PUENTE ALTO HOSPITAL PROVINCIA CORDILLERA	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	32	2019	1	T1	2019-01-08	573							
1	07-058	114326	CONSULTORIO KAROL WOJTYLA	PUENTE ALTO	200282	CRS PUENTE ALTO HOSPITAL PROVINCIA CORDILLERA	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	68	2019	1	T1	2019-01-08	573							
1	07-058	114327	CONSULTORIO JUAN PABLO II	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2013	GINECOLOGIA	2019-01-08	8	2019	1	T1	2019-01-08	3141							
1	07-058	114327	CONSULTORIO JUAN PABLO II	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2014	GINECOLOGIA	2019-01-08	2	2019	1	T1	2019-01-08	3141							
1	07-058	114327	CONSULTORIO JUAN PABLO II	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2015	GINECOLOGIA	2019-01-08	4	2019	1	T1	2019-01-08	3141							
1	07-058	114327	CONSULTORIO JUAN PABLO II	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	21	2019	1	T1	2019-01-08	3141							
1	07-058	114327	CONSULTORIO JUAN PABLO II	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	32	2019	1	T1	2019-01-08	3141							
1	07-058	114327	CONSULTORIO JUAN PABLO II	LA PINTANA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	52	2019	1	T1	2019-01-08	3141							
1	07-058	114328	CONSULTORIO GABRIELA MISTRAL	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2013	GINECOLOGIA	2019-01-08	12	2019	1	T1	2019-01-08	3141							
1	07-058	114328	CONSULTORIO GABRIELA MISTRAL	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2014	GINECOLOGIA	2019-01-08	1	2019	1	T1	2019-01-08	3141							
1	07-058	114328	CONSULTORIO GABRIELA MISTRAL	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2015	GINECOLOGIA	2019-01-08	4	2019	1	T1	2019-01-08	3141							
1	07-058	114328	CONSULTORIO GABRIELA MISTRAL	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	19	2019	1	T1	2019-01-08	3141							
1	07-058	114328	CONSULTORIO GABRIELA MISTRAL	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	19	2019	1	T1	2019-01-08	3141							
1	07-058	114328	CONSULTORIO GABRIELA MISTRAL	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	28	2019	1	T1	2019-01-08	3141							
1	07-058	114329	CONSULTORIO SAN ALBERTO HURTADO	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	7	2019	1	T1	2019-01-08	931							
1	07-058	114329	CONSULTORIO SAN ALBERTO HURTADO	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	15	2019	1	T1	2019-01-08	931							
1	07-058	114329	CONSULTORIO SAN ALBERTO HURTADO	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	39	2019	1	T1	2019-01-08	931							
1	07-058	114330	CONSULTORIO TRINIDAD	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	3	2019	1	T1	2019-01-08	931							
1	07-058	114330	CONSULTORIO TRINIDAD	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	1	2019	1	T1	2019-01-08	931							
1	07-058	114330	CONSULTORIO TRINIDAD	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	1	2019	1	T1	2019-01-08	2033							
1	07-058	114330	CONSULTORIO TRINIDAD	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	53	2019	1	T1	2019-01-08	2033							
1	07-058	114330	CONSULTORIO TRINIDAD	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	98	2019	1	T1	2019-01-08	2033							
1	07-058	114331	CONSULTORIO LA FLORIDA	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	2	2019	1	T1	2019-01-08	931							
1	07-058	114331	CONSULTORIO LA FLORIDA	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	1	2019	1	T1	2019-01-08	931							
1	07-058	114331	CONSULTORIO LA FLORIDA	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	1	2019	1	T1	2019-01-08	931							
1	07-058	114331	CONSULTORIO LA FLORIDA	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	1	2019	1	T1	2019-01-08	2033							
1	07-058	114331	CONSULTORIO LA FLORIDA	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	32	2019	1	T1	2019-01-08	2033							
1	07-058	114331	CONSULTORIO LA FLORIDA	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	83	2019	1	T1	2019-01-08	2033							
1	07-058	114332	CONSULTORIO LAURITA VICUÑA	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	10	2019	1	T1	2019-01-08	931							
1	07-058	114332	CONSULTORIO LAURITA VICUÑA	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	11	2019	1	T1	2019-01-08	931							
1	07-058	114332	CONSULTORIO LAURITA VICUÑA	PUENTE ALTO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	18	2019	1	T1	2019-01-08	931							
1	07-058	114333	CONSULTORIO EL PRINCIPAL	PIRQUE	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	1	2019	1	T1	2019-01-08	931							
1	07-058	114333	CONSULTORIO EL PRINCIPAL	PIRQUE	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	10	2019	1	T1	2019-01-08	931							
1	07-058	114333	CONSULTORIO EL PRINCIPAL	PIRQUE	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	10	2019	1	T1	2019-01-08	931							
1	07-058	114334	CENTRO DE SALUD FAMILIAR JOSE ALVO	LA FLORIDA	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	2	2019	1	T1	2019-01-08	931							
1	07-058	114334	CENTRO DE SALUD FAMILIAR JOSE ALVO	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	1	2019	1	T1	2019-01-08	2033							
1	07-058	114334	CENTRO DE SALUD FAMILIAR JOSE ALVO	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	73	2019	1	T1	2019-01-08	2033							
1	07-058	114334	CENTRO DE SALUD FAMILIAR JOSE ALVO	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	119	2019	1	T1	2019-01-08	2033							
1	07-058	114334	CENTRO DE SALUD FAMILIAR JOSE ALVO	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2019	GINECOLOGIA	2019-01-08	3	2019	1	T1	2019-01-08	2033							
1	07-058	114401	POSTA LA PUNTILLA	PIRQUE	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	2	2019	1	T1	2019-01-08	931							
1	07-058	114401	POSTA LA PUNTILLA	PIRQUE	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	2	2019	1	T1	2019-01-08	931							
1	07-058	114407	POSTA LAS VERTIENTES	SAN JOSE DE MAIPO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	1	2019	1	T1	2019-01-08	931							
1	07-058	114407	POSTA LAS VERTIENTES	SAN JOSE DE MAIPO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	2	2019	1	T1	2019-01-08	931							
1	07-058	114407	POSTA LAS VERTIENTES	SAN JOSE DE MAIPO	114101	HOSPITAL DR. SÓTERO DEL RÍO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	3	2019	1	T1	2019-01-08	931							
1	07-058	114606	COSAM LA BANDERA	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2014	GINECOLOGIA	2019-01-08	2	2019	1	T1	2019-01-08	3141							
1	07-058	114608	COSAM LA GRANJA	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2014	GINECOLOGIA	2019-01-08	3	2019	1	T1	2019-01-08	3141							
1	07-058	114610	COSAM LA FLORIDA	LA FLORIDA	114105	HOSPITAL ELOISA DIAZ	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	1	2019	1	T1	2019-01-08	2033							
1	07-058	114706	CENTRO COMUNITARIO DE SALUD MILLALEMU	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	11	2019	1	T1	2019-01-08	3141							
1	07-058	114706	CENTRO COMUNITARIO DE SALUD MILLALEMU	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	7	2019	1	T1	2019-01-08	3141							
1	07-058	114706	CENTRO COMUNITARIO DE SALUD MILLALEMU	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	9	2019	1	T1	2019-01-08	3141							
1	07-058	114714	CENTRO COMUNITARIO DE SALUD MODELO	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2015	GINECOLOGIA	2019-01-08	1	2019	1	T1	2019-01-08	3141							
1	07-058	114714	CENTRO COMUNITARIO DE SALUD MODELO	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	2	2019	1	T1	2019-01-08	3141							
1	07-058	114714	CENTRO COMUNITARIO DE SALUD MODELO	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2017	GINECOLOGIA	2019-01-08	10	2019	1	T1	2019-01-08	3141							
1	07-058	114714	CENTRO COMUNITARIO DE SALUD MODELO	SAN RAMON	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2018	GINECOLOGIA	2019-01-08	4	2019	1	T1	2019-01-08	3141							
1	07-058	114796	CENTRO DE SALUD FAMILIAR SAN GREGORIO	LA GRANJA	114103	HOSPITAL PADRE HURTADO	Consulta Especialidad	2016	GINECOLOGIA	2019-01-08	12	2019	1	T1	2019-01-08	3141							
